Merge Index,index,Candidate,State,Office,District,Party,Candidate_processed,Last_name,District_processed,State_processed,FEC_index,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ID,Committee_ID_Grabbed
706,707,Eric Carlson,Illinois,Representative,1,GOP,Eric Carlson,CARLSON,1,IL,910,"CARLSON, ERIC JOSEPH MR.",REP,H2IL01323,
707,708,Thomas Lynch,Illinois,Representative,2,GOP,Thomas Lynch,LYNCH,2,IL,NA,NA,NA,H2IL02214,
708,709,Justin Burau,Illinois,Representative,3,GOP,Justin Burau,BURAU,3,IL,920,"BURAU, JUSTIN",REP,H2IL06082,
709,710,James Falakos,Illinois,Representative,4,GOP,James Falakos,FALAKOS,4,IL,NA,NA,NA,H2IL04160,
710,711,Tommy Hanson,Illinois,Representative,5,GOP,Tommy Hanson,HANSON,5,IL,928,"HANSON, TOMMY",REP,H2IL05241,
711,712,Keith Pekau,Illinois,Representative,6,GOP,Keith Pekau,PEKAU,6,IL,939,"PEKAU, KEITH",REP,H2IL06116,
712,713,Chris Dargis,Illinois,Representative,8,GOP,Chris Dargis,DARGIS,8,IL,949,"DARGIS, CHRISTOPHER BRYANT",REP,H2IL08187,
713,714,"Maxwell ""Max"" Rice",Illinois,Representative,9,GOP,"Maxwell ""Max"" Rice",RICE,9,IL,955,"RICE, MAXWELL",REP,H8IL09174,
714,715,Joseph Severino,Illinois,Representative,10,GOP,Joseph Severino,SEVERINO,10,IL,962,"SEVERINO, JOSEPH",REP,H0IL10393,
715,716,Catalina Lauf,Illinois,Representative,11,GOP,Catalina Lauf,LAUF,11,IL,973,"LAUF, CATALINA",REP,H2IL16107,
716,717,Mike Bost,Illinois,Representative,12,GOP,Mike Bost,BOST,12,IL,979,"BOST, MICHAEL",REP,H4IL12060,
717,718,Regan Deering,Illinois,Representative,13,GOP,Regan Deering,DEERING,13,IL,984,"DEERING, REGAN",REP,H2IL13179,
718,719,Scott R. Gryder,Illinois,Representative,14,GOP,Scott R. Gryder,GRYDER,14,IL,992,"GRYDER, SCOTT",REP,H2IL14102,
719,720,Mary Miller,Illinois,Representative,15,GOP,Mary Miller,MILLER,15,IL,1003,"MILLER, MARY",REP,H0IL15129,
720,721,Darin LaHood,Illinois,Representative,16,GOP,Darin LaHood,LAHOOD,16,IL,1016,"LAHOOD, DARIN MCKAY",REP,H6IL18088,
721,722,Esther Joy King,Illinois,Representative,17,GOP,Esther Joy King,KING,17,IL,1024,"KING, ESTHER JOY",REP,H0IL17083,
722,723,Joe Pinion,New York,Senator,N/A,GOP,Joe Pinion,PINION,0,NY,3689,"PINION, JOSEPH III",REP,S2NY00499,
723,724,James Lankford,Oklahoma,Senator,N/A,GOP,James Lankford,LANKFORD,0,OK,3733,"LANKFORD, JAMES PAUL",REP,S4OK00232,
724,725,Markwayne Mullin,Oklahoma,Senator,N/A,GOP,Markwayne Mullin,MULLIN,0,OK,3726,"MULLIN, MARKWAYNE",REP,S2OK00186,
725,726,Kevin Hern,Oklahoma,Representative,1,GOP,Kevin Hern,HERN,1,OK,2237,"HERN, KEVIN",REP,H8OK01157,
726,727,Josh Brecheen,Oklahoma,Representative,2,GOP,Josh Brecheen,BRECHEEN,2,OK,2253,"BRECHEEN, JOSH",REP,H2OK02315,
727,728,Frank D. Lucas,Oklahoma,Representative,3,GOP,Frank D. Lucas,LUCAS,3,OK,2258,"LUCAS, FRANK D.",REP,H4OK06056,
728,729,Tom Cole,Oklahoma,Representative,4,GOP,Tom Cole,COLE,4,OK,2260,"COLE, TOM",REP,H2OK04055,
729,730,Stephanie Bice,Oklahoma,Representative,5,GOP,Stephanie Bice,BICE,5,OK,2266,"BICE, STEPHANIE",REP,H0OK05205,
730,731,Mike Lee,Utah,Senator,N/A,GOP,Mike Lee,LEE,0,UT,3820,"LEE, MIKE",REP,S0UT00165,
731,732,Blake D. Moore,Utah,Representative,1,GOP,Blake D. Moore,MOORE,1,UT,2887,"MOORE, BLAKE",REP,H0UT01205,
732,733,Chris Stewart,Utah,Representative,2,GOP,Chris Stewart,STEWART,2,UT,2900,"STEWART, CHRIS",REP,H2UT02324,
733,734,John Curtis,Utah,Representative,3,GOP,John Curtis,CURTIS,3,UT,2911,"CURTIS, JOHN",REP,H8UT03238,
734,735,Burgess Owens,Utah,Representative,4,GOP,Burgess Owens,OWENS,4,UT,2917,"OWENS, BURGESS",REP,H0UT04076,
735,736,Chris Chaffee,Maryland,Senator,N/A,GOP,Chris Chaffee,CHAFFEE,0,MD,NA,NA,NA,H4MD05169,
736,737,Andy Harris,Maryland,Representative,1,GOP,Andy Harris,HARRIS,1,MD,1246,"HARRIS, ANDREW P",REP,H8MD01094,
737,738,Nicolee Ambrose,Maryland,Representative,2,GOP,Nicolee Ambrose,AMBROSE,2,MD,1256,"AMBROSE, NICOLEE",REP,H2MD02368,
738,739,Yuripzy Morgan,Maryland,Representative,3,GOP,Yuripzy Morgan,MORGAN,3,MD,1262,"MORGAN, YURIPZY",REP,H2MD02343,
739,740,Jeff Warner,Maryland,Representative,4,GOP,Jeff Warner,WARNER,4,MD,1274,"WARNER, JEFF",REP,H2MD04307,
740,741,Chris Palombi,Maryland,Representative,5,GOP,Chris Palombi,PALOMBI,5,MD,1282,"PALOMBI, CHRISTOPHER",REP,H0MD05225,
741,742,Neil C. Parrott,Maryland,Representative,6,GOP,Neil C. Parrott,PARROTT,6,MD,1288,"PARROTT, NEIL CONRAD",REP,H0MD06231,
742,743,Scott M. Collier,Maryland,Representative,7,GOP,Scott M. Collier,COLLIER,7,MD,NA,NA,NA,H0MD02255,
743,744,Gregory Thomas Coll,Maryland,Representative,8,GOP,Gregory Thomas Coll,COLL,8,MD,1302,"COLL, GREGORY THOMAS",REP,H0MD08203,
744,745,Blake Masters,Arizona,Senator,N/A,GOP,Blake Masters,MASTERS,0,AZ,3290,"MASTERS, BLAKE",REP,S2AZ00372,
745,746,David Schweikert,Arizona,Representative,1,GOP,David Schweikert,SCHWEIKERT,1,AZ,NA,NA,NA,H4AZ06045,
746,747,Eli Crane,Arizona,Representative,2,GOP,Eli Crane,CRANE,2,AZ,NA,NA,NA,H2AZ01354,
747,748,Jeff Zink,Arizona,Representative,3,GOP,Jeff Zink,ZINK,3,AZ,NA,NA,NA,H2AZ07187,
748,749,Kelly Cooper,Arizona,Representative,4,GOP,Kelly Cooper,COOPER,4,AZ,NA,NA,NA,H2AZ09191,
749,750,Andy Biggs,Arizona,Representative,5,GOP,Andy Biggs,BIGGS,5,AZ,NA,NA,NA,H6AZ05083,
750,751,Juan Ciscomani,Arizona,Representative,6,GOP,Juan Ciscomani,CISCOMANI,6,AZ,NA,NA,NA,H2AZ02360,
751,752,Luis Pozzolo,Arizona,Representative,7,GOP,Luis Pozzolo,POZZOLO,7,AZ,NA,NA,NA,H2AZ03152,
752,753,Debbie Lesko,Arizona,Representative,8,GOP,Debbie Lesko,LESKO,8,AZ,NA,NA,NA,H8AZ08158,
753,754,Paul Gosar,Arizona,Representative,9,GOP,Paul Gosar,GOSAR,9,AZ,NA,NA,NA,H0AZ01259,
754,755,Jerry Moran,Kansas,Senator,N/A,GOP,Jerry Moran,MORAN,0,KS,3479,"MORAN, JERRY",REP,S0KS00091,
755,756,Tracey Mann,Kansas,Representative,1,GOP,Tracey Mann,MANN,1,KS,1098,"MANN, TRACEY ROBERT",REP,H0KS01123,
756,757,Jake LaTurner,Kansas,Representative,2,GOP,Jake LaTurner,LATURNER,2,KS,1104,"LATURNER, JAKE",REP,H0KS02188,
757,758,Amanda L. Adkins,Kansas,Representative,3,GOP,Amanda L. Adkins,ADKINS,3,KS,1110,"ADKINS, AMANDA",REP,H0KS03236,
758,759,Ron Estes,Kansas,Representative,4,GOP,Ron Estes,ESTES,4,KS,1116,"ESTES, RON",REP,H8KS04112,
759,760,Jack Bergman,Michigan,Representative,1,GOP,Jack Bergman,BERGMAN,1,MI,1321,"BERGMAN, JOHN",REP,H6MI01226,
760,761,John Moolenaar,Michigan,Representative,2,GOP,John Moolenaar,MOOLENAAR,2,MI,1324,"MOOLENAAR, JOHN MR.",REP,H4MI04126,
761,762,John Gibbs,Michigan,Representative,3,GOP,John Gibbs,GIBBS,3,MI,1333,"GIBBS, JOHN",REP,H2MI03197,
762,763,Bill Huizenga,Michigan,Representative,4,GOP,Bill Huizenga,HUIZENGA,4,MI,1337,"HUIZENGA, WILLIAM P",REP,H0MI02094,
763,764,Tim Walberg,Michigan,Representative,5,GOP,Tim Walberg,WALBERG,5,MI,NA,NA,NA,H4MI07103,
764,765,Whittney Williams,Michigan,Representative,6,GOP,Whittney Williams,WILLIAMS,6,MI,1349,"WILLIAMS, WHITTNEY",REP,H2MI06158,
765,766,Tom Barrett,Michigan,Representative,7,GOP,Tom Barrett,BARRETT,7,MI,1353,"BARRETT, THOMAS MORE",REP,H2MI07123,
766,767,Paul Junge,Michigan,Representative,8,GOP,Paul Junge,JUNGE,8,MI,1358,"JUNGE, PAUL",REP,H0MI08141,
767,768,Lisa McClain,Michigan,Representative,9,GOP,Lisa McClain,MCCLAIN,9,MI,NA,NA,NA,H0MI10287,
768,769,John James,Michigan,Representative,10,GOP,John James,JAMES,10,MI,1375,"JAMES, JOHN",REP,H2MI10150,
769,770,Mark Ambrose,Michigan,Representative,11,GOP,Mark Ambrose,AMBROSE,11,MI,1387,"AMBROSE, MARK",REP,H2MI11265,
770,771,Steven Elliott,Michigan,Representative,12,GOP,Steven Elliott,ELLIOTT,12,MI,1394,"ELLIOTT, STEVEN",REP,H2MI13311,
771,772,Martell D. Bivings,Michigan,Representative,13,GOP,Martell D. Bivings,BIVINGS,13,MI,1410,"BIVINGS, MARTELL DE'ANGELO",REP,H2MI13360,
772,773,Eric Schmitt,Missouri,Senator,N/A,GOP,Eric Schmitt,SCHMITT,0,MO,3556,"SCHMITT, ERIC",REP,S2MO00544,
773,774,Andrew Jones,Missouri,Representative,1,GOP,Andrew Jones,JONES,1,MO,1480,"JONES, ANDREW M JR",REP,H2MO01179,
774,775,Ann Wagner,Missouri,Representative,2,GOP,Ann Wagner,WAGNER,2,MO,1485,"WAGNER, ANN L.",REP,H2MO02102,
775,776,Blaine Luetkemeyer,Missouri,Representative,3,GOP,Blaine Luetkemeyer,LUETKEMEYER,3,MO,1495,"LUETKEMEYER, W BLAINE",REP,H8MO09153,
776,777,Mark Alford,Missouri,Representative,4,GOP,Mark Alford,ALFORD,4,MO,1506,"ALFORD, MARK",REP,H2MO04207,
777,778,Jacob Turk,Missouri,Representative,5,GOP,Jacob Turk,TURK,5,MO,1513,"TURK, JACOB",REP,H6MO05189,
778,779,Sam Graves,Missouri,Representative,6,GOP,Sam Graves,GRAVES,6,MO,1518,"GRAVES, SAMUEL B. JR.",REP,H0MO06073,
779,780,Eric Burlison,Missouri,Representative,7,GOP,Eric Burlison,BURLISON,7,MO,1526,"BURLISON, ERIC",REP,H2MO07143,
780,781,Jason Smith,Missouri,Representative,8,GOP,Jason Smith,SMITH,8,MO,1533,"SMITH, JASON T",REP,H4MO08162,
781,782,Tiffany Smiley,Washington,Senator,N/A,GOP,Tiffany Smiley,SMILEY,0,WA,3856,"SMILEY, TIFFANY",REP,S2WA00387,
782,783,Vincent J. Cavaleri,Washington,Representative,1,GOP,Vincent J. Cavaleri,CAVALERI,1,WA,3028,"CAVALERI, VINCENT",REP,H2WA01252,
783,784,Dan Matthews,Washington,Representative,2,GOP,Dan Matthews,MATTHEWS,2,WA,3033,"MATTHEWS, DAN",REP,H2WA02177,
784,785,Joe Kent,Washington,Representative,3,GOP,Joe Kent,KENT,3,WA,3041,"KENT, JOSEPH",REP,H2WA03100,
785,786,Dan Newhouse,Washington,Representative,4,GOP,Dan Newhouse,NEWHOUSE,4,WA,3052,"NEWHOUSE, DAN",REP,H4WA04104,
786,787,Cathy McMorris Rodgers,Washington,Representative,5,GOP,Cathy McMorris Rodgers,RODGERS,5,WA,NA,NA,NA,H4WA05077,
787,788,Elizabeth Kreiselmaier,Washington,Representative,6,GOP,Elizabeth Kreiselmaier,KREISELMAIER,6,WA,3061,"KREISELMAIER, ELIZABETH",REP,H0WA06081,
788,789,Cliff Moon,Washington,Representative,7,GOP,Cliff Moon,MOON,7,WA,3067,"MOON, CLIFFORD E",REP,H2WA07127,
789,790,Matt Larkin,Washington,Representative,8,GOP,Matt Larkin,LARKIN,8,WA,3071,"LARKIN, MATT MR",REP,H2WA08182,
790,791,Doug Basler,Washington,Representative,9,GOP,Doug Basler,BASLER,9,WA,3080,"BASLER, DOUGLAS MICHAEL",REP,H4WA09061,
791,792,Keith R. Swank,Washington,Representative,10,GOP,Keith R. Swank,SWANK,10,WA,3087,"SWANK, KEITH ROLAND",REP,H2WA08166,
792,793,Diana Lynn Harshbarger,Tennessee,Representative,1,GOP,Diana Lynn Harshbarger,HARSHBARGER,1,TN,2497,"HARSHBARGER, DIANA",REP,H0TN01118,
793,794,Tim Burchett,Tennessee,Representative,2,GOP,Tim Burchett,BURCHETT,2,TN,2502,"BURCHETT, TIM",REP,H8TN02119,
794,795,Chuck Fleischmann,Tennessee,Representative,3,GOP,Chuck Fleischmann,FLEISCHMANN,3,TN,2509,"FLEISCHMANN, CHARLES J",REP,H0TN03254,
795,796,Scott DesJarlais,Tennessee,Representative,4,GOP,Scott DesJarlais,DESJARLAIS,4,TN,2514,"DESJARLAIS, SCOTT HON.",REP,H0TN04195,
796,797,Andy Ogles,Tennessee,Representative,5,GOP,Andy Ogles,OGLES,5,TN,2531,"OGLES, ANDY",REP,H2TN05446,
797,798,John Rose,Tennessee,Representative,6,GOP,John Rose,ROSE,6,TN,2541,"ROSE, JOHN W.",REP,H8TN06094,
798,799,Mark E. Green,Tennessee,Representative,7,GOP,Mark E. Green,GREEN,7,TN,2543,"GREEN, MARK DR.",REP,H8TN07076,
799,800,David Kustoff,Tennessee,Representative,8,GOP,David Kustoff,KUSTOFF,8,TN,2548,"KUSTOFF, DAVID",REP,H2TN07103,
800,801,Charlotte Bergmann,Tennessee,Representative,9,GOP,Charlotte Bergmann,BERGMANN,9,TN,2558,"BERGMANN, CHARLOTTE",REP,H0TN09061,
801,802,Leora R. Levy,Connecticut,Senator,N/A,GOP,Leora R. Levy,LEVY,0,CT,3345,"LEVY, LEORA",REP,S2CT00314,
802,803,Larry Lazor,Connecticut,Representative,1,GOP,Larry Lazor,LAZOR,1,CT,388,"LAZOR, LAWRENCE ZIDOVSKY DR",REP,H2CT01213,
803,804,Mike France,Connecticut,Representative,2,GOP,Mike France,FRANCE,2,CT,393,"FRANCE, MIKE",REP,H2CT02161,
804,805,Lesley DeNardis,Connecticut,Representative,3,GOP,Lesley DeNardis,DENARDIS,3,CT,397,"DENARDIS, LESLEY",REP,H2CT03110,
805,806,Jayme Stevenson,Connecticut,Representative,4,GOP,Jayme Stevenson,STEVENSON,4,CT,402,"STEVENSON, JAYME MRS.",REP,H2CT04134,
806,807,George Logan,Connecticut,Representative,5,GOP,George Logan,LOGAN,5,CT,411,"LOGAN, GEORGE S",REP,H2CT05222,
807,808,Brad Finstad,Minnesota,Representative,1,GOP,Brad Finstad,FINSTAD,1,MN,1420,"FINSTAD, BRAD",REP,H2MN01223,
808,809,Tyler Kistner,Minnesota,Representative,2,GOP,Tyler Kistner,KISTNER,2,MN,1431,"KISTNER, TYLER",REP,H0MN02134,
809,810,Tom Weiler,Minnesota,Representative,3,GOP,Tom Weiler,WEILER,3,MN,1439,"WEILER, TOM",REP,H2MN03104,
810,811,May Lor Xiong,Minnesota,Representative,4,GOP,May Lor Xiong,XIONG,4,MN,NA,NA,NA,H2MN04177,
811,812,Cicely Davis,Minnesota,Representative,5,GOP,Cicely Davis,DAVIS,5,MN,1451,"DAVIS, CICELY",REP,H2MN05166,
812,813,Tom Emmer,Minnesota,Representative,6,GOP,Tom Emmer,EMMER,6,MN,1456,"EMMER, THOMAS EARL JR.",REP,H4MN06087,
813,814,Michelle Fischbach,Minnesota,Representative,7,GOP,Michelle Fischbach,FISCHBACH,7,MN,1460,"FISCHBACH, MICHELLE",REP,H0MN07091,
814,815,Pete Stauber,Minnesota,Representative,8,GOP,Pete Stauber,STAUBER,8,MN,1468,"STAUBER, PETER ALLEN",REP,H8MN08043,
815,816,Gerald Malloy,Vermont,Senator,N/A,GOP,Gerald Malloy,MALLOY,0,VT,3845,"MALLOY, GERALD",REP,S2VT00292,
816,817,Liam Madden,Vermont,Representative,At-Large,GOP,Liam Madden,MADDEN,0,VT,NA,NA,NA,H2VT01100,
817,818,Ron Johnson,Wisconsin,Senator,N/A,GOP,Ron Johnson,JOHNSON,0,WI,3871,"JOHNSON, RON HAROLD MR.",REP,S0WI00197,
818,819,Bryan Steil,Wisconsin,Representative,1,GOP,Bryan Steil,STEIL,1,WI,3096,"STEIL, BRYAN GEORGE",REP,H8WI01156,
819,820,Erik Olsen,Wisconsin,Representative,2,GOP,Erik Olsen,OLSEN,2,WI,3100,"OLSEN, ERIK",REP,H2WI02181,
820,821,Derrick Van Orden,Wisconsin,Representative,3,GOP,Derrick Van Orden,ORDEN,3,WI,NA,NA,NA,H0WI03175,
821,822,Tim Rogers,Wisconsin,Representative,4,GOP,Tim Rogers,ROGERS,4,WI,NA,NA,NA,H8WI04069,
822,823,Scott Fitzgerald,Wisconsin,Representative,5,GOP,Scott Fitzgerald,FITZGERALD,5,WI,3113,"FITZGERALD, SCOTT",REP,H0WI05113,
823,824,Glenn Grothman,Wisconsin,Representative,6,GOP,Glenn Grothman,GROTHMAN,6,WI,3120,"GROTHMAN, GLENN S.",REP,H4WI06048,
824,825,Tom Tiffany,Wisconsin,Representative,7,GOP,Tom Tiffany,TIFFANY,7,WI,3125,"TIFFANY, TOM",REP,H0WI07101,
825,826,Mike Gallagher,Wisconsin,Representative,8,GOP,Mike Gallagher,GALLAGHER,8,WI,3130,"GALLAGHER, MICHAEL JOHN",REP,H6WI08155,
826,827,Bob McDermott,Hawaii,Senator,N/A,GOP,Bob McDermott,MCDERMOTT,0,HI,NA,NA,NA,NA,C00800656
827,828,Conrad Kress,Hawaii,Representative,1,GOP,Conrad Kress,KRESS,1,HI,842,"KRESS, CONRAD",REP,H2HI02557,
828,829,Joe Akana,Hawaii,Representative,2,GOP,Joe Akana,AKANA,2,HI,852,"AKANA, JOSEPH",REP,H0HI02213,
829,830,Buzz A. Kelley,Alaska,Senator,N/A,GOP,Buzz A. Kelley,KELLEY,0,AK,NA,NA,NA,S2AK00242,
830,831,Lisa Murkowski,Alaska,Senator,N/A,GOP,Lisa Murkowski,MURKOWSKI,0,AK,3248,"MURKOWSKI, LISA",REP,S4AK00099,
831,832,Kelly C. Tshibaka,Alaska,Senator,N/A,GOP,Kelly C. Tshibaka,TSHIBAKA,0,AK,3247,"TSHIBAKA, KELLY",REP,S2AK00127,
832,833,Nick Begich,Alaska,Representative,At-Large,GOP,Nick Begich,BEGICH,0,AK,NA,NA,NA,H2AK01083,
833,834,Sarah Palin,Alaska,Representative,At-Large,GOP,Sarah Palin,PALIN,0,AK,NA,NA,NA,H2AK00226,
834,835,Harriet Hageman,Wyoming,Representative,At-Large,GOP,Harriet Hageman,HAGEMAN,0,WY,3153,"HAGEMAN, HARRIET",REP,H2WY00166,
835,836,Marco Rubio,Florida,Senator,N/A,GOP,Marco Rubio,RUBIO,0,FL,3369,"RUBIO, MARCO",REP,S0FL00338,
836,837,Matt Gaetz,Florida,Representative,1,GOP,Matt Gaetz,GAETZ,1,FL,428,"GAETZ, MATT",REP,H6FL01119,
837,838,Neal Dunn,Florida,Representative,2,GOP,Neal Dunn,DUNN,2,FL,432,"DUNN, NEAL PATRICK MD, FACS",REP,H6FL02208,
838,839,Kat Cammack,Florida,Representative,3,GOP,Kat Cammack,CAMMACK,3,FL,439,"CAMMACK, KAT",REP,H0FL03175,
839,840,Aaron Bean,Florida,Representative,4,GOP,Aaron Bean,BEAN,4,FL,454,"BEAN, AARON P.",REP,H2FL04211,
840,841,John H. Rutherford,Florida,Representative,5,GOP,John H. Rutherford,RUTHERFORD,5,FL,460,"RUTHERFORD, JOHN",REP,H6FL04105,
841,842,Michael Waltz,Florida,Representative,6,GOP,Michael Waltz,WALTZ,6,FL,464,"WALTZ, MICHAEL",REP,H8FL06148,
842,843,Cory Mills,Florida,Representative,7,GOP,Cory Mills,MILLS,7,FL,474,"MILLS, CORY",REP,H2FL07156,
843,844,Bill Posey,Florida,Representative,8,GOP,Bill Posey,POSEY,8,FL,491,"POSEY, BILL",REP,H8FL15107,
844,845,Scotty Moore,Florida,Representative,9,GOP,Scotty Moore,MOORE,9,FL,499,"MOORE, SCOTTY",REP,H2FL09228,
845,846,Calvin B. Wimbish,Florida,Representative,10,GOP,Calvin B. Wimbish,WIMBISH,10,FL,518,"WIMBISH, CALVIN B MR",REP,H2FL10283,
846,847,Daniel Webster,Florida,Representative,11,GOP,Daniel Webster,WEBSTER,11,FL,525,"WEBSTER, DANIEL",REP,H0FL08208,
847,848,Gus Michael Bilirakis,Florida,Representative,12,GOP,Gus Michael Bilirakis,BILIRAKIS,12,FL,534,"BILIRAKIS, GUS M",REP,H6FL09070,
848,849,Anna Paulina Luna,Florida,Representative,13,GOP,Anna Paulina Luna,LUNA,13,FL,NA,NA,NA,H0FL13158,
849,850,James Judge,Florida,Representative,14,GOP,James Judge,JUDGE,14,FL,554,"JUDGE, JAMES",REP,H2FL14277,
850,851,Laurel Lee,Florida,Representative,15,GOP,Laurel Lee,LEE,15,FL,571,"LEE, LAUREL MRS.",REP,H2FL15241,
851,852,Vern Buchanan,Florida,Representative,16,GOP,Vern Buchanan,BUCHANAN,16,FL,578,"BUCHANAN, VERNON",REP,H6FL13148,
852,853,Greg Steube,Florida,Representative,17,GOP,Greg Steube,STEUBE,17,FL,582,"STEUBE, GREG",REP,H8FL17053,
853,854,Scott Franklin,Florida,Representative,18,GOP,Scott Franklin,FRANKLIN,18,FL,585,"FRANKLIN, SCOTT MR.",REP,H0FL15104,
854,855,Byron Donalds,Florida,Representative,19,GOP,Byron Donalds,DONALDS,19,FL,595,"DONALDS, BYRON",REP,H2FL14186,
855,856,Drew Montez Clark,Florida,Representative,20,GOP,Drew Montez Clark,CLARK,20,FL,613,"CLARK, DREW-MONTEZ DR.",REP,H2FL25083,
856,857,Brian Mast,Florida,Representative,21,GOP,Brian Mast,MAST,21,FL,622,"MAST, BRIAN",REP,H6FL18097,
857,858,Dan Franzese,Florida,Representative,22,GOP,Dan Franzese,FRANZESE,22,FL,631,"FRANZESE, DANIEL JOHN",REP,H2FL21108,
858,859,Joe Budd,Florida,Representative,23,GOP,Joe Budd,BUDD,23,FL,652,"BUDD, JOE",REP,H2FL23138,
859,860,Jesus G. Navarro,Florida,Representative,24,GOP,Jesus G. Navarro,NAVARRO,24,FL,665,"NAVARRO, JESUS",REP,H2FL24078,
860,861,Carla Spalding,Florida,Representative,25,GOP,Carla Spalding,SPALDING,25,FL,672,"SPALDING, CARLA A",REP,H0FL23090,
861,862,Mario Diaz-Balart,Florida,Representative,26,GOP,Mario Diaz-Balart,DIAZ-BALART,26,FL,677,"DIAZ-BALART, MARIO",REP,H2FL25018,
862,863,María Elvira Salazar,Florida,Representative,27,GOP,María Elvira Salazar,SALAZAR,27,FL,690,"SALAZAR, MARIA ELVIRA",REP,H8FL27185,
863,864,Carlos A. Gimenez,Florida,Representative,28,GOP,Carlos A. Gimenez,GIMENEZ,28,FL,692,"GIMENEZ, CARLOS",REP,H0FL26036,
864,865,Nicholas J. LaLota,New York,Representative,1,GOP,Nicholas J. LaLota,LALOTA,1,NY,NA,NA,NA,H0NY02200,
865,866,Andrew R. Garbarino,New York,Representative,2,GOP,Andrew R. Garbarino,GARBARINO,2,NY,1929,"GARBARINO, ANDREW",REP,H0NY02234,
866,867,George A.D. Santos,New York,Representative,3,GOP,George A.D. Santos,SANTOS,3,NY,NA,NA,NA,H0NY03083,
867,868,Anthony P. D'Esposito,New York,Representative,4,GOP,Anthony P. D'Esposito,D'ESPOSITO,4,NY,NA,NA,NA,H2NY04277,
868,869,Paul King,New York,Representative,5,GOP,Paul King,KING,5,NY,1962,"KING, PAUL",REP,H2NY05126,
869,870,Thomas Zmich,New York,Representative,6,GOP,Thomas Zmich,ZMICH,6,NY,1966,"ZMICH, THOMAS",REP,H0NY06086,
870,871,Juan Pagan,New York,Representative,7,GOP,Juan Pagan,PAGAN,7,NY,NA,NA,NA,H2NY07064,
871,872,Yuri Dashevsky,New York,Representative,8,GOP,Yuri Dashevsky,DASHEVSKY,8,NY,1971,"DASHEVSKY, YURI MR",REP,H2NY08187,
872,873,Benine Hamdan,New York,Representative,10,GOP,Benine Hamdan,HAMDAN,10,NY,1994,"HAMDAN, BENINE",REP,H2NY10134,
873,874,Nicole Malliotakis,New York,Representative,11,GOP,Nicole Malliotakis,MALLIOTAKIS,11,NY,2003,"MALLIOTAKIS, NICOLE",REP,H0NY11078,
874,875,Michael Zumbluskas,New York,Representative,12,GOP,Michael Zumbluskas,ZUMBLUSKAS,12,NY,2016,"ZUMBLUSKAS, MICHAEL K MR.",REP,H2NY12221,
875,876,Tina Forte,New York,Representative,14,GOP,Tina Forte,FORTE,14,NY,2028,"FORTE, TINA",REP,H2NY14128,
876,877,Stylo A. Sapaskis,New York,Representative,15,GOP,Stylo A. Sapaskis,SAPASKIS,15,NY,NA,NA,NA,H6NY16140,
877,878,Miriam L. Flisser,New York,Representative,16,GOP,Miriam L. Flisser,FLISSER,16,NY,2048,"FLISSER, MIRIAM",REP,H2NY16115,
878,879,Michael V. Lawler,New York,Representative,17,GOP,Michael V. Lawler,LAWLER,17,NY,2056,"LAWLER, MICHAEL VINCENT",REP,H2NY17162,
879,880,Colin J. Schmitt,New York,Representative,18,GOP,Colin J. Schmitt,SCHMITT,18,NY,2064,"SCHMITT, COLIN J",REP,H2NY18087,
880,881,Marcus Molinaro,New York,Representative,19,GOP,Marcus Molinaro,MOLINARO,19,NY,2072,"MOLINARO, MARCUS J.",REP,H2NY19127,
881,882,Elizabeth L. Joy,New York,Representative,20,GOP,Elizabeth L. Joy,JOY,20,NY,2081,"JOY, ELIZABETH L",REP,H0NY20111,
882,883,Elise M. Stefanik,New York,Representative,21,GOP,Elise M. Stefanik,STEFANIK,21,NY,2089,"STEFANIK, ELISE M.",REP,H4NY21079,
883,884,Brandon M. Williams,New York,Representative,22,GOP,Brandon M. Williams,WILLIAMS,22,NY,2096,"WILLIAMS, BRANDON MCDONALD",REP,H2NY22212,
884,885,Nick Langworthy,New York,Representative,23,GOP,Nick Langworthy,LANGWORTHY,23,NY,2107,"LANGWORTHY, NICK",REP,H2NY23228,
885,886,Claudia Tenney,New York,Representative,24,GOP,Claudia Tenney,TENNEY,24,NY,2116,"TENNEY, CLAUDIA",REP,H4NY22051,
886,887,La'Ron D. Singletary,New York,Representative,25,GOP,La'Ron D. Singletary,SINGLETARY,25,NY,2120,"SINGLETARY, LA'RON DESMOND",REP,H2NY25082,
887,888,Steven L. Sams II,New York,Representative,26,GOP,Steven L. Sams II,II,26,NY,NA,NA,NA,H2NY26189,
888,889,Dean James Martilli,Massachusetts,Representative,1,GOP,Dean James Martilli,MARTILLI,1,MA,1195,"MARTILLI, DEAN",REP,H2MA01228,
889,890,Jeffrey A. Sossa-Paquette,Massachusetts,Representative,2,GOP,Jeffrey A. Sossa-Paquette,SOSSA-PAQUETTE,2,MA,1198,"SOSSA-PAQUETTE, JEFF",REP,H2MA02085,
890,891,Dean A. Tran,Massachusetts,Representative,3,GOP,Dean A. Tran,TRAN,3,MA,1205,"TRAN, DEAN",REP,H2MA03141,
891,892,Caroline Colarusso,Massachusetts,Representative,5,GOP,Caroline Colarusso,COLARUSSO,5,MA,1218,"COLARUSSO, CAROLINE",REP,H0MA05132,
