"","Candidate","Gender","Race.1","Race.2","Race.3","Incumbent","Incumbent.Challenger","State","Primary.Date","Office","District","Primary.Votes","Primary..","Primary.Outcome","Runoff.Votes","Runoff..","Runoff.Outcome","EMILY.s.List","Justice.Dems","Indivisible","PCCC","Our.Revolution","Sunrise","Sanders","AOC","Party.Committee","Party","Trump","Trump.Date","Club.for.Growth","Renew.America","E.PAC","VIEW.PAC","Maggie.s.List","Winning.for.Women","General.Election.Candidate","index"
"765","Paul Junge","Male","White","","","No","No","Michigan","8/2/22","Representative","8","42,363","54%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"765"
"766","Lisa McClain","Female","White","","","Yes","No","Michigan","8/2/22","Representative","9","97,017","79%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","2/7/22","N/A","N/A","N/A","Yes","Yes","N/A",TRUE,"766"
"767","John James","Male","Black","","","No","No","Michigan","8/2/22","Representative","10","63,417","86%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","3/31/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"767"
"768","Mark Ambrose","Male","White","","","No","No","Michigan","8/2/22","Representative","11","42,270","70%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"768"
"769","Steven Elliott","Male","White","","","No","No","Michigan","8/2/22","Representative","12","14,431","53%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"769"
"770","Martell D. Bivings","Male","Black","","","No","No","Michigan","8/2/22","Representative","13","19,618","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"770"
"771","Eric Schmitt","Male","White","","","No","No","Missouri","8/2/22","Senator","N/A","299,282","46%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/1/22","N/A","N/A","N/A","No","No","N/A",TRUE,"771"
"772","Andrew Jones","Male","Black","","","No","No","Missouri","8/2/22","Representative","1","6,937","42%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"772"
"773","Ann Wagner","Female","White","","","Yes","No","Missouri","8/2/22","Representative","2","54,440","67%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","Yes","Yes","N/A",TRUE,"773"
"774","Blaine Luetkemeyer","Male","White","","","Yes","No","Missouri","8/2/22","Representative","3","66,430","70%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","7/30/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"774"
"775","Mark Alford","Male","White","","","No","No","Missouri","8/2/22","Representative","4","36,981","35%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A",TRUE,"775"
"776","Jacob Turk","Male","White","","","No","No","Missouri","8/2/22","Representative","5","20,475","52%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"776"
"777","Sam Graves","Male","White","","","Yes","No","Missouri","8/2/22","Representative","6","72,996","76%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","7/30/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"777"
"778","Eric Burlison","Male","White","","","No","No","Missouri","8/2/22","Representative","7","39,443","38%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A",TRUE,"778"
"779","Jason Smith","Male","White","","","Yes","No","Missouri","8/2/22","Representative","8","78,342","82%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","7/30/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"779"
"780","Tiffany Smiley","Female","White","","","No","No","Washington","8/2/22","Senator","N/A","646,917","81%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","Yes","N/A","Yes",TRUE,"780"
"781","Vincent J. Cavaleri","Male","White","","","No","No","Washington","8/2/22","Representative","1","32,998","57%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"781"
"782","Dan Matthews","Male","White","","","No","No","Washington","8/2/22","Representative","2","37,393","44%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"782"
"783","Joe Kent","Male","White","","","No","Yes","Washington","8/2/22","Representative","3","50,097","35%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","9/1/21","N/A","No","N/A","No","No","N/A",TRUE,"783"
"784","Dan Newhouse","Male","White","","","Yes","No","Washington","8/2/22","Representative","4","38,331","34%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","Yes","N/A","N/A","N/A","N/A",TRUE,"784"
"785","Cathy McMorris Rodgers","Female","White","","","Yes","No","Washington","8/2/22","Representative","5","106,072","86%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","Yes","Yes","N/A",TRUE,"785"
"786","Elizabeth Kreiselmaier","Female","White","","","No","No","Washington","8/2/22","Representative","6","54,621","61%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"786"
"787","Cliff Moon","Male","White","","","No","No","Washington","8/2/22","Representative","7","15,834","59%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"787"
"788","Matt Larkin","Male","White","","","No","No","Washington","8/2/22","Representative","8","34,684","35%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"788"
"789","Doug Basler","Male","White","","","No","No","Washington","8/2/22","Representative","9","29,144","74%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"789"
"790","Keith R. Swank","Male","White","","","No","No","Washington","8/2/22","Representative","10","55,231","84%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"790"
"791","Diana Lynn Harshbarger","Female","White","","","Yes","No","Tennessee","8/4/22","Representative","1","43,761","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","9/19/21","N/A","N/A","N/A","Yes","Yes","N/A",TRUE,"791"
"792","Tim Burchett","Male","White","","","Yes","No","Tennessee","8/4/22","Representative","2","56,880","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"792"
"793","Chuck Fleischmann","Male","White","","","Yes","No","Tennessee","8/4/22","Representative","3","52,073","79%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","11/9/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"793"
"794","Scott DesJarlais","Male","White","","","Yes","No","Tennessee","8/4/22","Representative","4","60,699","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"794"
"795","Andy Ogles","Male","White","","","No","No","Tennessee","8/4/22","Representative","5","21,325","35%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","No","No","N/A",TRUE,"795"
"796","John Rose","Male","White","","","Yes","No","Tennessee","8/4/22","Representative","6","57,162","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"796"
"797","Mark E. Green","Male","White","","","Yes","No","Tennessee","8/4/22","Representative","7","48,968","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","7/5/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"797"
"798","David Kustoff","Male","White","","","Yes","No","Tennessee","8/4/22","Representative","8","69,538","84%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"798"
"799","Charlotte Bergmann","Female","Black","","","No","No","Tennessee","8/4/22","Representative","9","10,380","52%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"799"
"800","Leora R. Levy","Female","Latino (Cuban)","","","No","No","Connecticut","8/9/22","Senator","N/A","46,774","51%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/4/22","N/A","N/A","N/A","Yes","N/A","N/A",TRUE,"800"
"801","Larry Lazor","Male","White","","","No","No","Connecticut","8/9/22","Representative","1","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"801"
"802","Mike France","Male","White","","","No","No","Connecticut","8/9/22","Representative","2","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"802"
"803","Lesley DeNardis","Female","White","","","No","No","Connecticut","8/9/22","Representative","3","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"803"
"804","Jayme Stevenson","Female","White","","","No","No","Connecticut","8/9/22","Representative","4","9,962","60%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"804"
"805","George Logan","Male","Black","","","No","No","Connecticut","8/9/22","Representative","5","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"805"
"806","Brad Finstad","Male","White","","","No","No","Minnesota","8/9/22","Representative","1","48,252","76%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"806"
"807","Tyler Kistner","Male","White","","","No","No","Minnesota","8/9/22","Representative","2","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"807"
"808","Tom Weiler","Male","White","","","No","No","Minnesota","8/9/22","Representative","3","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"808"
"809","May Lor Xiong","Female","Asian (Vietnamese / Hmong)","","","No","No","Minnesota","8/9/22","Representative","4","9,574","44%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"809"
"810","Cicely Davis","Female","Black","","","No","No","Minnesota","8/9/22","Representative","5","4,765","48%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"810"
"811","Tom Emmer","Male","White","","","Yes","No","Minnesota","8/9/22","Representative","6","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/9/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"811"
"812","Michelle Fischbach","Female","White","","","Yes","No","Minnesota","8/9/22","Representative","7","59,429","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/9/22","N/A","N/A","N/A","Yes","Yes","N/A",TRUE,"812"
"813","Pete Stauber","Male","White","","","Yes","No","Minnesota","8/9/22","Representative","8","51,410","91%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/9/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"813"
"814","Gerald Malloy","Male","White","","","No","No","Vermont","8/9/22","Senator","N/A","12,169","40%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A",TRUE,"814"
"815","Liam Madden","Male","White","","","No","No","Vermont","8/9/22","Representative","At-Large","10,701","35%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"815"
"816","Ron Johnson","Male","White","","","Yes","No","Wisconsin","8/9/22","Senator","N/A","563,871","84%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","4/8/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"816"
"817","Bryan Steil","Male","White","","","Yes","No","Wisconsin","8/9/22","Representative","1","73,191","99%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/9/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"817"
"818","Erik Olsen","Male","White","","","No","No","Wisconsin","8/9/22","Representative","2","21,774","50%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"818"
"819","Derrick Van Orden","Male","White","","","No","No","Wisconsin","8/9/22","Representative","3","65,164","99%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","8/12/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"819"
"820","Tim Rogers","Male","Black","","","No","No","Wisconsin","8/9/22","Representative","4","16,528","74%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"820"
"821","Scott Fitzgerald","Male","White","","","Yes","No","Wisconsin","8/9/22","Representative","5","118,411","99%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/9/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"821"
"822","Glenn Grothman","Male","White","","","Yes","No","Wisconsin","8/9/22","Representative","6","84,056","82%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"822"
"823","Tom Tiffany","Male","White","","","Yes","No","Wisconsin","8/9/22","Representative","7","80,675","87%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/9/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"823"
"824","Mike Gallagher","Male","White","","","Yes","No","Wisconsin","8/9/22","Representative","8","79,096","85%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"824"
"825","Bob McDermott","Male","White","","","No","No","Hawaii","8/13/22","Senator","N/A","25,686","40%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"825"
"826","Conrad Kress","Male","White","","","No","No","Hawaii","8/13/22","Representative","1","13,449","50%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"826"
"827","Joe Akana","Male","Pacific Islander (Native Hawaiian)","","","No","No","Hawaii","8/13/22","Representative","2","28,200","84%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"827"
"828","Buzz A. Kelley","Male","White","","","No","Yes","Alaska","8/16/22","Senator","N/A","4,055","2%","Made runoff","","","",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","No","N/A","No","No","N/A",TRUE,"828"
"829","Lisa Murkowski","Female","White","","","Yes","No","Alaska","8/16/22","Senator","N/A","85,794","51%","Made runoff","","","",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","No","N/A","N/A","Yes","N/A","Yes","No","N/A",TRUE,"829"
"830","Kelly C. Tshibaka","Female","White","","","No","Yes","Alaska","8/16/22","Senator","N/A","73,414","43%","Made runoff","","","",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","Yes","6/18/21","N/A","No","N/A","No","Yes","N/A",TRUE,"830"
"831","Nick Begich","Male","White","","","No","No","Alaska","8/16/22","Representative","At-Large","50,021","43%","Made runoff","","","",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","No","No","N/A","N/A",TRUE,"831"
"832","Sarah Palin","Female","White","","","No","No","Alaska","8/16/22","Representative","At-Large","57,693","49%","Made runoff","","","",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","4/3/22","N/A","N/A","Yes","No","N/A","N/A",TRUE,"832"
"833","Harriet Hageman","Female","White","","","No","Yes","Wyoming","8/16/22","Representative","At-Large","113,079","66%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","9/9/21","Yes","No","N/A","No","N/A","N/A",TRUE,"833"
"834","Marco Rubio","Male","Latino (Cuban)","","","Yes","No","Florida","8/23/22","Senator","N/A","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","4/9/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"834"
"835","Matt Gaetz","Male","White","","","Yes","No","Florida","8/23/22","Representative","1","73,374","70%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/20/22","N/A","No","N/A","N/A","N/A","N/A",TRUE,"835"
"836","Neal Dunn","Male","White","","","Yes","No","Florida","8/23/22","Representative","2","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/20/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"836"
"837","Kat Cammack","Female","White","","","Yes","No","Florida","8/23/22","Representative","3","63,279","85%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","4/6/22","N/A","N/A","N/A","Yes","Yes","N/A",TRUE,"837"
"838","Aaron Bean","Male","White","","","No","No","Florida","8/23/22","Representative","4","49,060","68%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"838"
"839","John H. Rutherford","Male","White","","","Yes","No","Florida","8/23/22","Representative","5","87,720","66%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/20/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"839"
"840","Michael Waltz","Male","White","","","Yes","No","Florida","8/23/22","Representative","6","65,694","77%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","9/19/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"840"
"841","Cory Mills","Male","White","","","No","No","Florida","8/23/22","Representative","7","27,757","38%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"841"
"842","Bill Posey","Male","White","","","Yes","No","Florida","8/23/22","Representative","8","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"842"
"843","Scotty Moore","Male","White","","","No","No","Florida","8/23/22","Representative","9","16,971","56%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"843"
"844","Calvin B. Wimbish","Male","Black","","","No","No","Florida","8/23/22","Representative","10","12,103","44%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"844"
"845","Daniel Webster","Male","White","","","Yes","No","Florida","8/23/22","Representative","11","43,469","51%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"845"
"846","Gus Michael Bilirakis","Male","White","","","Yes","No","Florida","8/23/22","Representative","12","67,189","80%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","11/9/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"846"
"847","Anna Paulina Luna","Female","Latino (Mexican)","","","No","No","Florida","8/23/22","Representative","13","37,156","44%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","9/14/21","Yes","N/A","Yes","No","No","N/A",TRUE,"847"
"848","James Judge","Male","White","","","No","No","Florida","8/23/22","Representative","14","20,466","53%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"848"
"849","Laurel Lee","Female","White","","","No","No","Florida","8/23/22","Representative","15","22,481","41%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A",TRUE,"849"
"850","Vern Buchanan","Male","White","","","Yes","No","Florida","8/23/22","Representative","16","64,028","86%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","12/20/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"850"
"851","Greg Steube","Male","White","","","Yes","No","Florida","8/23/22","Representative","17","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","5/3/22","Yes","N/A","N/A","N/A","N/A","N/A",TRUE,"851"
"852","Scott Franklin","Male","White","","","Yes","No","Florida","8/23/22","Representative","18","44,927","73%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","8/20/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"852"
"853","Byron Donalds","Male","Black","","","Yes","No","Florida","8/23/22","Representative","19","76,192","84%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","12/13/21","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"853"
"854","Drew Montez Clark","Male","Black","","","No","No","Florida","8/23/22","Representative","20","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"854"
"855","Brian Mast","Male","White","","","Yes","No","Florida","8/23/22","Representative","21","56,535","78%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","4/6/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"855"
"856","Dan Franzese","Male","White","","","No","No","Florida","8/23/22","Representative","22","11,972","35%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"856"
"857","Joe Budd","Male","White","","","No","No","Florida","8/23/22","Representative","23","12,592","38%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"857"
"858","Jesus G. Navarro","Male","Latino","","","No","No","Florida","8/23/22","Representative","24","6,373","65%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"858"
"859","Carla Spalding","Female","Black","","","No","No","Florida","8/23/22","Representative","25","16,425","72%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"859"
"860","Mario Diaz-Balart","Male","Latino (Cuban)","","","Yes","No","Florida","8/23/22","Representative","26","36,861","84%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","1/13/22","N/A","N/A","N/A","N/A","N/A","N/A",TRUE,"860"
