"","Candidate","Gender","Race.1","Race.2","Race.3","Incumbent","Incumbent.Challenger","State","Primary.Date","Office","District","Primary.Votes","Primary..","Primary.Outcome","Runoff.Votes","Runoff..","Runoff.Outcome","EMILY.s.List","Justice.Dems","Indivisible","PCCC","Our.Revolution","Sunrise","Sanders","AOC","Party.Committee","Party","Trump","Trump.Date","Club.for.Growth","Renew.America","E.PAC","VIEW.PAC","Maggie.s.List","Winning.for.Women"
"1640","Andrew Clyde","Male","White","","","Yes","No","Georgia","5/24/22","Representative","9","90,535","76%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","12/20/21","N/A","N/A","N/A","N/A","N/A","N/A"
"1641","J. Gregory Howard","Male","White","","","No","Yes","Georgia","5/24/22","Representative","9","3,463","3%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1642","John London","Male","White","","","No","Yes","Georgia","5/24/22","Representative","9","2,359","2%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1643","Ben Souther","Male","White","","","No","Yes","Georgia","5/24/22","Representative","9","17,922","15%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1644","Timothy Barr","Male","White","","","No","No","Georgia","5/24/22","Representative","10","16,007","14%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1645","Paul Broun","Male","White","","","No","No","Georgia","5/24/22","Representative","10","14,901","13%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1646","Mike Collins","Male","White","","","No","No","Georgia","5/24/22","Representative","10","28,741","26%","Made runoff","30536","74%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1647","David Curry","Male","White","","","No","No","Georgia","5/24/22","Representative","10","10,557","9%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1648","Vernon J. Jones","Male","Black","","","No","No","Georgia","5/24/22","Representative","10","24,165","22%","Made runoff","10469","26%","Lost",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","5/3/22","N/A","N/A","N/A","N/A","N/A","N/A"
"1649","Marc McMain","Male","White","","","No","No","Georgia","5/24/22","Representative","10","5,222","5%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1650","Alan Sims","Male","White","","","No","No","Georgia","5/24/22","Representative","10","7,388","7%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1651","Mitchell Swan","Male","White","","","No","No","Georgia","5/24/22","Representative","10","5,184","5%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1652","Barry Loudermilk","Male","White","","","Yes","No","Georgia","5/24/22","Representative","11","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","5/21/22","N/A","N/A","N/A","N/A","N/A","N/A"
"1653","Rick W. Allen","Male","White","","","Yes","No","Georgia","5/24/22","Representative","12","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","5/21/22","N/A","N/A","N/A","N/A","N/A","N/A"
"1654","Caesar Gonzales","Male","Latino","","","No","No","Georgia","5/24/22","Representative","13","12,659","57%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1655","Dominika Hawkins","Female","Black","","","No","No","Georgia","5/24/22","Representative","13","4,450","20%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1656","Calina Plotky","Female","White","Latino (Brazilian)","","No","No","Georgia","5/24/22","Representative","13","5,022","23%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1657","Eric Cunningham","Male","White","","","No","Yes","Georgia","5/24/22","Representative","14","6,390","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","No","N/A","N/A"
"1658","Marjorie Taylor Greene","Female","White","","","Yes","No","Georgia","5/24/22","Representative","14","72,215","70%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","4/6/22","N/A","No","N/A","No","N/A","N/A"
"1659","James Haygood","Male","White","","","No","Yes","Georgia","5/24/22","Representative","14","3,790","4%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","No","N/A","N/A"
"1660","Charles Lutin","Male","White","","","No","Yes","Georgia","5/24/22","Representative","14","2,304","2%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","No","N/A","N/A"
"1661","Jennifer Strahan","Female","White","","","No","Yes","Georgia","5/24/22","Representative","14","17,595","17%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","Yes","N/A","N/A"
"1662","Seth Synstelien","Male","White","","","No","Yes","Georgia","5/24/22","Representative","14","1,547","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","No","N/A","N/A"
"1663","Catherine Davis","Female","Black","","","No","Yes","Georgia","5/24/22","Governor","N/A","9,788","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1664","Brian Kemp","Male","White","","","Yes","No","Georgia","5/24/22","Governor","N/A","888,078","74%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1665","David A. Perdue","Male","White","","","No","Yes","Georgia","5/24/22","Governor","N/A","262,389","22%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","Yes","12/20/21","N/A","N/A","N/A","N/A","N/A","N/A"
"1666","Kandiss Taylor","Female","White","","","No","Yes","Georgia","5/24/22","Governor","N/A","41,232","3%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1667","Tom Williams","Male","White","","","No","Yes","Georgia","5/24/22","Governor","N/A","3,255","0%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1668","Louie Sanchez","Male","Latino","","","No","No","New Mexico","6/7/22","Representative","1","18,171","41%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1669","Michelle Garcia Holmes","Female","White","","","No","No","New Mexico","6/7/22","Representative","1","25,822","59%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1670","Yvette Herrell","Female","White","Native American (Cherokee)","","Yes","No","New Mexico","6/7/22","Representative","2","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","Yes","Yes","N/A"
"1671","Alexis Martinez Johnson","Female","Latino","","","No","No","New Mexico","6/7/22","Representative","3","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1672","Jay C. Block","Male","White","","","No","No","New Mexico","6/7/22","Governor","N/A","12,469","11%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1673","Rebecca L. Dow","Female","White","","","No","No","New Mexico","6/7/22","Governor","N/A","18,185","15%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1674","Gregory Joseph Zanetti","Male","White","","","No","No","New Mexico","6/7/22","Governor","N/A","16,394","14%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1675","Ethel R. Maharg","Female","White","","","No","No","New Mexico","6/7/22","Governor","N/A","1,845","2%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1676","Mark V. Ronchetti","Male","White","","","No","No","New Mexico","6/7/22","Governor","N/A","68,658","58%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1677","Trent Kelly","Male","White","","","Yes","No","Mississippi","6/7/22","Representative","1","27,447","90%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","6/5/22","N/A","N/A","N/A","N/A","N/A","N/A"
"1678","Mark D. Strauss","Male","White","","","No","Yes","Mississippi","6/7/22","Representative","1","3,109","10%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1679","Michael Carson","Male","White","","","No","No","Mississippi","6/7/22","Representative","2","2,966","21%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1680","Ronald Eller","Male","White","","","No","No","Mississippi","6/7/22","Representative","2","4,564","32%","Made runoff","4418","42%","Lost",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1681","Brian Flowers","Male","White","","","No","No","Mississippi","6/7/22","Representative","2","6,087","43%","Made runoff","6224","58%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1682","Stanford Johnson","Male","Black","","","No","No","Mississippi","6/7/22","Representative","2","487","3%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1683","Michael Cassidy","Male","White","","","No","Yes","Mississippi","6/7/22","Representative","3","23,407","47%","Made runoff","22713","33%","Lost",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1684","Thomas Griffin","Male","White","","","No","Yes","Mississippi","6/7/22","Representative","3","2,785","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1685","Michael Guest","Male","White","","","Yes","No","Mississippi","6/7/22","Representative","3","23,675","47%","Made runoff","47007","67%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1686","Carl Boyanton","Male","White","","","No","Yes","Mississippi","6/7/22","Representative","4","3,224","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1687","Raymond N. Brooks","Male","Black","","","No","Yes","Mississippi","6/7/22","Representative","4","2,405","5%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1688","Mike Ezell","Male","White","","","No","Yes","Mississippi","6/7/22","Representative","4","13,020","25%","Made runoff","31225","54%","Won",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1689","Steven Palazzo","Male","White","","","Yes","No","Mississippi","6/7/22","Representative","4","16,387","31%","Made runoff","26849","46%","Lost",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1690","Kidron Peterson","Male","White","","","No","Yes","Mississippi","6/7/22","Representative","4","449","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1691","Clay Wagner","Male","White","","","No","Yes","Mississippi","6/7/22","Representative","4","11,698","22%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1692","Brice Wiggins","Male","White","","","No","Yes","Mississippi","6/7/22","Representative","4","4,859","9%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1693","Mitch Heuer","Male","White","","","No","No","Montana","6/7/22","Representative","1","1,953","2%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1694","Matt Jette","Male","White","","","No","No","Montana","6/7/22","Representative","1","4,973","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1695","Al ""Doc"" Olszewski","Male","White","","","No","No","Montana","6/7/22","Representative","1","33,927","40%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1696","Mary Todd","Female","White","","","No","No","Montana","6/7/22","Representative","1","8,915","10%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1697","Ryan K. Zinke","Male","White","","","No","No","Montana","6/7/22","Representative","1","35,601","42%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","7/8/21","N/A","N/A","N/A","N/A","N/A","N/A"
"1698","Kyle Austin","Male","White","","","No","Yes","Montana","6/7/22","Representative","2","11,930","12%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1699","James Boyette","Male","White","","","No","Yes","Montana","6/7/22","Representative","2","5,712","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1700","Matt Rosendale","Male","White","","","Yes","No","Montana","6/7/22","Representative","2","73,453","76%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","11/15/21","N/A","N/A","N/A","N/A","N/A","N/A"
"1701","Charles A. Walking Child","Male","Native American","","","No","Yes","Montana","6/7/22","Representative","2","5,909","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1702","Jim Carlin","Male","White","","","No","Yes","Iowa","6/7/22","Senator","N/A","51,891","26%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1703","Chuck Grassley","Male","White","","","Yes","No","Iowa","6/7/22","Senator","N/A","143,634","72%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","10/9/21","N/A","N/A","N/A","N/A","N/A","N/A"
"1704","Mariannette Miller-Meeks","Female","White","","","Yes","No","Iowa","6/7/22","Representative","1","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","Yes","Yes","Yes"
"1705","Ashley Hinson","Female","White","","","Yes","No","Iowa","6/7/22","Representative","2","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","6/5/22","N/A","N/A","N/A","Yes","Yes","Yes"
"1706","Nicole Hasso","Female","Black","","","No","No","Iowa","6/7/22","Representative","3","8,991","19%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1707","Gary Leffler","Male","White","","","No","No","Iowa","6/7/22","Representative","3","6,800","15%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1708","Zach Nunn","Male","White","","","No","No","Iowa","6/7/22","Representative","3","30,502","66%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1709","Randy Feenstra","Male","White","","","Yes","No","Iowa","6/7/22","Representative","4","1","0%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","Yes","6/5/22","N/A","N/A","N/A","N/A","N/A","N/A"
"1710","Kim Reynolds","Female","White","","","Yes","No","Iowa","6/7/22","Governor","N/A","1","100%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","6/5/22","N/A","N/A","N/A","N/A","Yes","N/A"
"1711","John R. Thune","Male","White","","","Yes","No","South Dakota","6/7/22","Senator","N/A","85,613","72%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1712","Bruce Whalen","Male","Native American","","","No","Yes","South Dakota","6/7/22","Senator","N/A","24,071","20%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1713","Mark Mowry","Male","White","","","No","Yes","South Dakota","6/7/22","Senator","N/A","8,827","7%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1714","Dusty Johnson","Male","White","","","Yes","No","South Dakota","6/7/22","Representative","At-Large","70,728","59%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1715","Taffy Howard","Female","White","","","No","Yes","South Dakota","6/7/22","Representative","At-Large","48,645","41%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1716","Steven Haugaard","Male","White","","","No","Yes","South Dakota","6/7/22","Governor","N/A","28,315","24%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1717","Kristi Noem","Female","White","","","Yes","No","South Dakota","6/7/22","Governor","N/A","91,661","76%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","GOP","Yes","2/8/22","N/A","N/A","N/A","N/A","N/A","N/A"
"1718","Damon M. Galdo","Male","White","","","No","No","New Jersey","6/7/22","Representative","1","6,034","31%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1719","Claire Gustafson","Female","White","","","No","No","New Jersey","6/7/22","Representative","1","13,411","69%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1720","Jeff Van Drew","Male","White","","","Yes","No","New Jersey","6/7/22","Representative","2","35,843","86%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1721","John Barker","Male","White","","","No","Yes","New Jersey","6/7/22","Representative","2","3,217","8%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1722","Sean Pignatelli","Male","White","","","No","Yes","New Jersey","6/7/22","Representative","2","2,601","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1723","Nicholas J. Ferrara","Male","White","","","No","No","New Jersey","6/7/22","Representative","3","2,956","9%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1724","Bob Healey","Male","White","","","No","No","New Jersey","6/7/22","Representative","3","17,560","53%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1725","Ian A. Smith","Male","White","","","No","No","New Jersey","6/7/22","Representative","3","12,709","38%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1726","Christopher H. Smith","Male","White","","","Yes","No","New Jersey","6/7/22","Representative","4","33,136","58%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1727","Mike Blasi","Male","White","","","No","Yes","New Jersey","6/7/22","Representative","4","751","1%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1728","Mike Crispi","Male","White","","","No","Yes","New Jersey","6/7/22","Representative","4","21,115","37%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1729","Steve Gray","Male","White","","","No","Yes","New Jersey","6/7/22","Representative","4","2,305","4%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1730","Nick De Gregorio","Male","White","","","No","No","New Jersey","6/7/22","Representative","5","14,560","46%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1731","Frank T. Pallotta","Male","White","","","No","No","New Jersey","6/7/22","Representative","5","16,021","50%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1732","Fred Schneiderman","Male","White","","","No","No","New Jersey","6/7/22","Representative","5","629","2%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1733","Sab Skenderi","Male","White","","","No","No","New Jersey","6/7/22","Representative","5","712","2%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1734","Susan M. Kiley","Female","White","","","No","No","New Jersey","6/7/22","Representative","6","10,076","57%","Won","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1735","Rik Mehta","Male","Asian","","","No","No","New Jersey","6/7/22","Representative","6","4,735","27%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1736","Thomas Toomey","Male","White","","","No","No","New Jersey","6/7/22","Representative","6","2,913","16%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1737","Kevin B. Dorlon","Male","White","","","No","No","New Jersey","6/7/22","Representative","7","2,237","4%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1738","John Flora","Male","White","","","No","No","New Jersey","6/7/22","Representative","7","3,051","6%","Lost","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"No","GOP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
